"","n.sites","n.biallelic.sites","n.gaps","n.unknowns","n.valid.sites","n.polyallelic.sites","trans.transv.ratio","nuc.diversity.within_Total","hap.diversity.within_Total","Tajima.D_Total","nuc.diversity.within_Landrace","nuc.diversity.within_Wild","hap.diversity.within_Landrace","hap.diversity.within_Wild","Tajima.D_Cultivar","Tajima.D_Landrace","Tajima.D_Wild","HOG","nuc.diversity.within_Cultivar","hap.diversity.within_Cultivar"
"358",1932,42,1700,0,230,2,2.5,3.24012291483758,0.555750658472344,-2.06838516205746,3.70804597701149,3.53846153846154,0.468965517241379,0.846153846153846,-0.947112319506751,-2.07062183635671,-0.00713204763337114,"N0.HOG0000459",1.12252964426877,0.320158102766798
"359",3786,493,1211,0,2569,6,1.21076233183856,24.2405618964004,0.791044776119403,-2.69240629210035,10.6945812807882,77.2747252747253,0.783251231527094,1,1.96337663384862,2.00323355479514,-2.26455376675247,"N0.HOG0000460",8.71146245059288,0.50197628458498
"360",3613,237,3151,0,431,31,0.896,7.90956979806848,0.115013169446883,-2.93639038845741,0,37.7802197802198,0,0.505494505494505,NA,NA,-2.22210492059691,"N0.HOG0000461",0,0
"361",4428,39,4085,0,336,7,1.78571428571429,5.69798068481124,0.409569798068481,-0.97956667942042,4.72906403940887,11.0989010989011,0.295566502463054,0.857142857142857,-1.16097429087842,0.549665185788346,-0.308822856723022,"N0.HOG0000462",0.0869565217391304,0.0869565217391304
"362",3618,4,3428,0,190,0,Inf,0.231782265144864,0.057945566286216,-1.53809866230585,0,1.12820512820513,0,0.282051282051282,NA,NA,-0.423667243120335,"N0.HOG0000463",0,0
"363",4754,6,4727,0,27,0,1,0.176470588235294,0.0294117647058824,-2.06207432057746,0,0.923076923076923,0,0.153846153846154,NA,NA,-1.92973914693524,"N0.HOG0000464",0,0
"364",2943,118,2442,0,500,1,2.10526315789474,6.39201053555751,0.835381913959614,-2.55112529155008,3.4679802955665,18.043956043956,0.800492610837438,0.956043956043956,-0.317850107959187,0.772067242629285,-2.20022966368031,"N0.HOG0000465",2.70355731225296,0.679841897233202
"365",3427,35,1115,0,2311,1,2.18181818181818,4.9760289461782,0.883763003165988,-1.04074520404678,4.69458128078818,6.1025641025641,0.847290640394089,1,0.144956781487961,1.39090872130512,-1.41442928771921,"N0.HOG0000466",4.22924901185771,0.727272727272727
"366",2973,2,2888,0,85,0,1,0.533695160560832,0.511080958842153,0.457075893320088,0.512315270935961,0.282051282051282,0.490147783251232,0.282051282051282,-0.636225524449538,0.0123654641046859,-0.274290186420241,"N0.HOG0000467",0.387351778656126,0.371541501976285
"367",4389,195,2468,0,1921,0,1.07446808510638,13.584803256445,0.813206693803709,-2.32897200300033,25.5960591133005,6.17948717948718,0.773399014778325,0.833333333333333,-0.753544975325144,-1.7031261179812,-1.48317390875178,"N0.HOG0000468",2.32411067193676,0.74703557312253
"368",3400,68,736,0,2664,0,1.83333333333333,18.8358208955224,0.835368611488014,1.09036369260838,18.9310344827586,10.4615384615385,0.780788177339901,1,1.93246761507058,2.43206785358238,-1.88898415958372,"N0.HOG0000469",18.2450592885376,0.687747035573123
"369",4777,65,2215,0,2560,2,2.42105263157895,4.16644052464948,0.823609226594301,-2.34116046232858,2.31034482758621,11.2564102564103,0.770935960591133,0.974358974358974,-0.681720123484937,-0.295781341434462,-1.96783262511311,"N0.HOG0000470",1.93675889328063,0.648221343873518
"370",2730,22,177,0,2553,0,6.33333333333333,2.44233378561737,0.734961555857078,-1.45230538112987,2.11330049261084,4.07692307692308,0.729064039408867,0.948717948717949,1.24414264455968,0.552919489780746,-0.879259493727191,"N0.HOG0000471",1.20948616600791,0.403162055335968
"371",3508,54,540,0,2967,1,1.25,5.35142469470828,0.795115332428765,-1.75988861282736,1.66502463054187,16.2564102564103,0.687192118226601,0.974358974358974,0.942774982681562,0.847047645914827,0.132189688568758,"N0.HOG0000472",2.12648221343874,0.683794466403162
"372",4194,20,996,0,3198,0,4,1.90502035278155,0.571687019448213,-1.66476280373182,1.39901477832512,4.71794871794872,0.394088669950739,0.961538461538462,-0.183814746972076,0.967954820952898,-0.977669572238282,"N0.HOG0000473",1.01185770750988,0.312252964426877
"373",2757,22,1160,0,1596,1,1.44444444444444,1.23563998190864,0.644504748982361,-2.26156341621321,0.502463054187192,3.87179487179487,0.502463054187192,0.948717948717949,-0.367533174357288,1.53395367867152,-1.7078561240694,"N0.HOG0000474",0.695652173913043,0.604743083003953
"374",4490,25,3609,0,880,1,5.25,2.65943012211669,0.802804161013116,-1.54343034747789,2.06896551724138,4.66666666666667,0.738916256157635,0.961538461538462,-1.70926113452412,-0.847367367702589,-0.398699185996249,"N0.HOG0000475",1.33596837944664,0.577075098814229
"375",2318,8,1814,0,504,0,1,2.05789235639982,0.796472184531886,0.590480262709639,2.13793103448276,2.17948717948718,0.74384236453202,0.91025641025641,1.31177318522909,1.86932883659105,-0.598683999214947,"N0.HOG0000476",1.9604743083004,0.743083003952569
"376",2749,58,1157,0,1592,0,3.46153846153846,3.80280416101312,0.735866123925825,-2.30393591335415,2.11822660098522,10.3076923076923,0.61576354679803,0.987179487179487,1.85956821986029,-0.23709814735027,-1.87963691150663,"N0.HOG0000477",2.21343873517787,0.671936758893281
"377",3468,87,1467,0,1995,6,2.22222222222222,21.4509271822705,0.854364540931705,0.605341388007438,23.5369458128079,30.1282051282051,0.795566502463054,0.974358974358974,-1.95414958999245,2.45169897070961,0.573693990142681,"N0.HOG0000478",7.48616600790514,0.620553359683794
"378",2698,73,1210,0,1487,1,2.04166666666667,22.1420171867933,0.829941203075531,1.52010089960061,21.4975369458128,20.9230769230769,0.677339901477833,0.974358974358974,1.91319759163736,3.26739578262935,-0.266654760115861,"N0.HOG0000479",18.9802371541502,0.802371541501976
"379",3324,71,318,0,3006,0,2.38095238095238,21.4002713704206,0.573496155585708,1.48743319681568,18.7586206896552,24.6666666666667,0.480295566502463,0.91025641025641,0.381575674764017,2.12086832395192,0.72133629862355,"N0.HOG0000480",13.6837944664032,0.316205533596838
"380",3375,66,174,0,3200,1,2.3,10.1175938489371,0.736770691994573,-0.90512116925879,8.52216748768473,14.6153846153846,0.640394088669951,0.987179487179487,0.0195253800782245,1.21352960997765,-1.15551995081393,"N0.HOG0000481",5.99209486166008,0.557312252964427
"381",3068,174,1911,0,1154,3,1.28947368421053,10.0102564102564,0.673193473193473,-2.53301370835325,6,30.5384615384615,0.684729064039409,0.923076923076923,-1.48261745767634,2.70254974017992,-2.05870322185848,"N0.HOG0000482",2.71936758893281,0.324110671936759
"382",4600,56,3828,0,769,3,1.54545454545455,4.68928086838535,0.721393034825871,-2.00906810618612,4.2807881773399,9.92307692307692,0.763546798029557,0.884615384615385,-0.381634229088201,-1.17348995537528,-1.60347853698497,"N0.HOG0000483",1.42292490118577,0.438735177865613
"383",2803,16,1949,0,854,0,2.2,2.11035730438716,0.787878787878788,-1.09533477867375,1.97536945812808,2.28205128205128,0.766009852216749,0.769230769230769,-0.863203735973595,0.322405769553371,-0.839669054289743,"N0.HOG0000484",2.01581027667984,0.762845849802372
"384",2745,144,1416,0,1326,3,1.44067796610169,63.2636815920398,0.77928539122569,3.80660392101317,53.8275862068965,52.3333333333333,0.672413793103448,0.858974358974359,3.26094799235309,2.32456084967526,0.620807150404811,"N0.HOG0000485",65.2569169960474,0.74703557312253
"385",3564,38,2853,0,710,1,2.16666666666667,2.8973315241972,0.516508367254636,-2.07441383408855,0.645320197044335,8.87179487179487,0.514778325123153,0.833333333333333,-2.51385873359885,-1.35724617148077,-0.942935037730588,"N0.HOG0000486",2.3399209486166,0.245059288537549
"386",3498,13,1170,0,2328,0,1.6,2.23609226594301,0.836725463591135,-0.511061040267314,2.04433497536946,2.46153846153846,0.766009852216749,0.871794871794872,1.75593605795322,0.972927957353412,-1.23519641317285,"N0.HOG0000487",1.77075098814229,0.731225296442688
"387",2776,36,859,0,1917,0,2.6,13.0773405698779,0.87516960651289,2.38495232806222,13.5073891625616,14.3589743589744,0.894088669950739,0.961538461538462,2.01139993919241,2.79290864343294,1.54355085185529,"N0.HOG0000488",12.4268774703557,0.790513833992095
"388",3129,14,694,0,2435,0,1.8,2.70465852555405,0.830393487109905,-0.224776022123307,2.5320197044335,2.56410256410256,0.741379310344828,0.897435897435897,1.79109384053139,0.743954536005357,-0.816189897284258,"N0.HOG0000489",2.18181818181818,0.687747035573123
"389",2781,47,60,0,2721,0,2.91666666666667,6.56173677069199,0.825870646766169,-1.10431959750919,5.8423645320197,7.82051282051282,0.733990147783251,0.961538461538462,1.76209131843375,-0.855116254853072,-1.26302603580135,"N0.HOG0000490",6.07114624505929,0.723320158102767
"390",2920,21,2180,0,740,0,1.33333333333333,2.73812754409769,0.459972862957938,-1.15979258409777,1.26108374384236,5.53846153846154,0.253694581280788,0.884615384615385,-1.34766591341059,-0.50242731546804,0.0464606258273235,"N0.HOG0000491",1.44664031620553,0.320158102766798
"391",2799,64,0,0,2799,0,2.76470588235294,18.6386250565355,0.859339665309815,1.3162137892047,17.9458128078818,5.43589743589744,0.79064039408867,0.974358974358974,1.44216246222013,2.24149096513252,-1.41215797317367,"N0.HOG0000492",15.9762845849802,0.727272727272727
"392",3357,209,1494,0,1858,5,1.54878048780488,20.0877431026685,0.680687471732248,-1.89053312428966,2.10837438423645,62.5606060606061,0.541871921182266,0.939393939393939,1.52019740772085,1.80543626217378,-0.325791501962872,"N0.HOG0000493",3.55731225296443,0.608695652173913
"393",1497,33,396,0,1101,0,1.53846153846154,5.10900045228403,0.706467661691542,-0.840845448013258,2.76354679802956,11.3076923076923,0.605911330049261,0.897435897435897,1.55143351288024,1.09197477900861,0.579667338239775,"N0.HOG0000494",2.07114624505929,0.490118577075099
"394",2805,292,1132,0,1668,5,1.65454545454545,27.3342379014021,0.732247851650837,-1.94134118692912,40.2955665024631,45.5897435897436,0.692118226600985,0.897435897435897,-0.398515643139402,-1.75209260458395,-2.33392910173854,"N0.HOG0000495",2.87747035573123,0.557312252964427
"395",3782,159,1320,0,2461,1,1.23943661971831,34.322026232474,0.712799638172772,0.106420960358267,33.6896551724138,43.1538461538462,0.692118226600985,0.974358974358974,-0.718097914943082,2.73883523362134,-0.622998910866093,"N0.HOG0000496",17.0909090909091,0.320158102766798
"396",3222,24,72,0,3150,0,2.42857142857143,2.6729986431479,0.668475802804161,-1.46189182447933,2.14285714285714,4.84615384615385,0.551724137931034,0.948717948717949,0.336013279792251,1.87997759899392,-1.36266745810943,"N0.HOG0000497",1.5098814229249,0.422924901185771
"397",4155,8,3197,0,958,0,7,0.724559023066486,0.550429669832655,-1.46892294023059,0.379310344827586,1.48717948717949,0.379310344827586,0.730769230769231,1.28325677636358,0.771685321485668,-1.63879956896983,"N0.HOG0000498",0.474308300395257,0.474308300395257
"398",3657,22,2357,0,1300,0,3.4,3.32428765264586,0.683401175938489,-0.860831180075698,3.51724137931034,4.76923076923077,0.637931034482759,0.935897435897436,1.24414264455968,-0.0449362648529074,-1.2673719294166,"N0.HOG0000499",1.20948616600791,0.403162055335968
"399",5607,47,4202,0,1405,0,0.740740740740741,14.3437358661239,0.67209407507915,1.51384879306942,14.4532019704434,18.0512820512821,0.568965517241379,0.948717948717949,0.981183566750674,3.02844299610962,0.972650309984146,"N0.HOG0000500",10.5612648221344,0.50197628458498
"400",3572,8,2923,0,649,0,0.6,1.02578018995929,0.61917684305744,-1.00367106331126,0.70935960591133,2.35897435897436,0.610837438423645,0.743589743589744,1.58255037643403,0.81311625459864,-0.329024407056274,"N0.HOG0000501",0.521739130434783,0.521739130434783
"401",1479,39,408,0,1071,0,1.4375,4,0.807327001356852,-1.66790753662239,1.66502463054187,8.82051282051282,0.704433497536946,0.82051282051282,2.01861064612019,1.64471145223238,-0.963025909818221,"N0.HOG0000502",1.87351778656126,0.679841897233202
"402",1473,47,0,0,1473,0,2.35714285714286,5.89054726368159,0.79194934418815,-1.3301339582914,2.91133004926108,11.2820512820513,0.640394088669951,0.948717948717949,2.59687235850412,1.31411535964898,-0.554266804961925,"N0.HOG0000503",3.45454545454545,0.679841897233202
"403",1467,11,150,0,1317,0,10,0.965174129353234,0.477159656264134,-1.61042557402471,0.576354679802956,2.02564102564103,0.192118226600985,0.82051282051282,1.08372770964995,-0.583399900084753,-0.38685194102311,"N0.HOG0000504",0.442687747035573,0.442687747035573
"404",1413,65,592,0,821,0,1.6,24.1393034825871,0.79828132066938,2.60812745022861,26.1527093596059,20.5384615384615,0.704433497536946,0.846153846153846,1.99771606905263,3.66254195023051,0.444878981113213,"N0.HOG0000505",20.8695652173913,0.640316205533597
"405",1533,47,9,0,1524,0,2.91666666666667,1.99638172772501,0.591587516960651,-2.64028331565987,0.852216748768473,7.35897435897436,0.586206896551724,0.871794871794872,0.834316376257905,0.274688506604794,-2.19822316619487,"N0.HOG0000506",0.403162055335968,0.403162055335968
"406",2974,11,2242,0,732,0,0.222222222222222,0.965174129353234,0.603346901854365,-1.61042557402471,0.502463054187192,1.69230769230769,0.502463054187192,0.730769230769231,0.59947231699289,1.53395367867152,-1.64072513283074,"N0.HOG0000507",1.00395256916996,0.608695652173913
"407",2776,42,226,0,2550,0,1.33333333333333,7.14970601537766,0.758932609678878,-0.615369199342572,4.54187192118227,10.0769230769231,0.640394088669951,0.974358974358974,1.00599284221943,-0.0314567009659551,-0.100268951042497,"N0.HOG0000508",3.51778656126482,0.652173913043478
"408",3984,15,2647,0,1337,0,1.5,2.94255992763455,0.763003165988241,-0.185657451528538,2.49753694581281,3.71794871794872,0.704433497536946,0.948717948717949,0.898131975543255,2.64668849200109,-0.157334239972974,"N0.HOG0000510",2.10276679841897,0.466403162055336
"409",3457,8,1040,0,2417,0,3,1.61827227498869,0.662596110357304,-0.0885359900915499,1.52216748768473,1.76923076923077,0.605911330049261,0.884615384615385,1.61606783354051,2.35861749427941,-1.21504878129191,"N0.HOG0000511",1.32806324110672,0.442687747035573
"410",2753,35,364,0,2389,0,1.5,4.0976933514247,0.825870646766169,-1.42895857926415,3.58620689655172,6.23076923076923,0.763546798029557,0.974358974358974,0.290307311072462,-0.207202986698203,-1.1155205445876,"N0.HOG0000512",3.23320158102767,0.727272727272727
"411",3444,67,1916,0,1527,1,2.19047619047619,6.28403437358661,0.82089552238806,-1.86563718333265,6.12807881773399,8.92307692307692,0.788177339901478,1,-1.14077560660326,0.332535573209243,-1.99855392717006,"N0.HOG0000513",3.73913043478261,0.573122529644269
"412",7407,10,5337,0,2070,0,2.33333333333333,1.31071913161465,0.463591135232926,-1.01737853840874,0.275862068965517,1.94871794871795,0.0689655172413793,0.935897435897436,-1.99211561739037,-1.8894620666716,-0.945389189133241,"N0.HOG0000514",0.434782608695652,0.1699604743083
"413",1434,46,498,0,936,0,2.28571428571429,9.92944369063772,0.878787878787879,0.101187643429486,6.92118226600985,13.5384615384615,0.874384236453202,0.974358974358974,1.04237348301658,-0.227502996665208,0.223587584949646,"N0.HOG0000515",10.0158102766798,0.727272727272727
"414",3995,23,1913,0,2082,0,0.769230769230769,3.53686114880145,0.514246947082768,-0.825778455328784,3.5320197044335,5.94871794871795,0.450738916256158,0.935897435897436,-1.25645484334234,-0.0310041887733764,-0.121081379692837,"N0.HOG0000516",1.32806324110672,0.16600790513834
"415",2808,46,1706,0,1102,0,2.06666666666667,4.83672546359114,0.596110357304387,-1.64696555195672,1.98522167487685,10,0.413793103448276,0.871794871794872,0.224679185702104,-0.944305354940765,-1.38536215644929,"N0.HOG0000517",5.17786561264822,0.628458498023715
"416",6095,63,3424,0,2669,2,1.73913043478261,6.93260967887834,0.848937132519222,-1.59867704960254,7.66009852216749,6.87179487179487,0.783251231527094,0.987179487179487,-1.62499301551674,-1.291988267673,-1.87653897395382,"N0.HOG0000518",5.9604743083004,0.754940711462451
"417",3243,47,780,0,2463,0,2.35714285714286,4.79873360470375,0.73903211216644,-1.69746270959076,4.11822660098522,7.71794871794872,0.669950738916256,1,1.93980214210374,-0.810220891185091,-1.48080936181329,"N0.HOG0000519",2.65612648221344,0.442687747035573
"418",2226,41,741,0,1485,0,0.863636363636364,4.23790140208051,0.802804161013116,-1.66166737002591,3.46305418719212,8.48717948717949,0.810344827586207,0.987179487179487,-1.92330970782468,-0.316562709757666,-0.660781261837797,"N0.HOG0000520",1.87351778656126,0.525691699604743
"419",3459,8,3222,0,237,0,0.6,0.603346901854365,0.250113071008593,-1.65614141322516,0.399014778325123,1,0.133004926108374,0.41025641025641,-1.23535861531258,-1.13502816152803,-0.761492142827176,"N0.HOG0000521",0.41897233201581,0.245059288537549
"420",2487,27,1960,0,527,0,1.45454545454545,3.6951605608322,0.831750339213026,-1.09599348296895,1.88177339901478,7.38461538461538,0.834975369458128,0.935897435897436,-1.51698500948159,0.165985745113367,0.87827151161018,"N0.HOG0000522",2.50592885375494,0.608695652173913
"421",3284,328,2016,0,1241,27,1.29370629370629,86.8132066938037,0.871099050203528,0.926721831657236,85.6945812807882,116.794871794872,0.879310344827586,0.923076923076923,-0.430971487219498,0.176496224718531,1.91241093559064,"N0.HOG0000523",61.7470355731225,0.683794466403162
"422",4420,581,2520,0,1824,76,1.34274193548387,163.175938489371,0.861601085481682,1.20376627819001,156.975369458128,196.666666666667,0.87192118226601,0.91025641025641,0.741733929023366,0.342271462643199,1.87352695683642,"N0.HOG0000524",135.818181818182,0.66403162055336
"423",3333,32,3,0,3330,0,3,4.96246042514699,0.838986883763003,-0.834565417939653,5.68965517241379,5.38461538461539,0.820197044334975,0.961538461538462,0.896907018532586,-0.101383228926668,-1.03558179154034,"N0.HOG0000525",2.76679841897233,0.608695652173913
"424",2727,28,393,0,2334,0,2.11111111111111,4.46675712347354,0.712347354138399,-0.756540235566333,3.68965517241379,6.43589743589744,0.640394088669951,0.948717948717949,0.027074995372196,1.02866779708328,-0.873222926188602,"N0.HOG0000526",3.00395256916996,0.486166007905138
"425",2961,34,135,0,2826,0,2.09090909090909,5.06196291270918,0.74400723654455,-0.934652014521739,4.96551724137931,6.41025641025641,0.692118226600985,0.91025641025641,-0.559808258589669,0.0918781372151041,-0.583575824797085,"N0.HOG0000527",3.6600790513834,0.596837944664032
"426",2322,53,126,0,2196,0,1.94444444444444,6.3509724106739,0.899592944369064,-1.42773139714334,6.07881773399015,7.92307692307692,0.896551724137931,0.987179487179487,-0.0777700256679921,-0.161571092014282,-1.78054447348374,"N0.HOG0000528",5.30434782608696,0.802371541501976
"427",3803,39,193,0,3609,1,1.78571428571429,6.83943916779738,0.783355947535052,-0.531791448787604,7.07881773399015,6.53846153846154,0.733990147783251,0.961538461538462,-0.169880774628413,0.742068152540637,-1.08382894079735,"N0.HOG0000529",4.90909090909091,0.620553359683794
"428",3176,73,2060,0,1115,1,1.14705882352941,11.1759384893713,0.868385345997286,-0.912619499654314,3.69458128078818,29.6410256410256,0.827586206896552,0.961538461538462,-0.118156627083123,0.122248648101462,1.77719068744543,"N0.HOG0000530",2.87747035573123,0.75098814229249
"429",3258,15,1800,0,1458,0,4,2.13478064224333,0.717322478516508,-0.938602085819232,1.36453201970443,4.64102564102564,0.633004926108374,0.948717948717949,1.96319800992263,0.197473139339313,-0.166495300279618,"N0.HOG0000531",1.43873517786561,0.553359683794466
"430",3375,179,504,0,2868,3,1.88709677419355,53.838986883763,0.690185436454093,1.51925345664023,49.2807881773399,66.3846153846154,0.573891625615764,0.948717948717949,2.46749272579635,3.04806895874458,0.721583661523184,"N0.HOG0000532",46.8537549407115,0.466403162055336
"431",3594,55,2418,0,1175,1,1.89473684210526,9.98824061510629,0.635911352329263,-0.444549564965057,9.79802955665025,11.6923076923077,0.554187192118227,0.858974358974359,2.30838708142332,0.147375649602996,0.162062927089242,"N0.HOG0000533",7.96837944664032,0.442687747035573
"432",3270,14,651,0,2619,0,2.5,3.52691090004523,0.701492537313433,0.587165335506942,2.97536945812808,2.97435897435897,0.512315270935961,0.923076923076923,1.93980214210374,1.99363024120184,0.100701124867084,"N0.HOG0000534",2.65612648221344,0.442687747035573
"433",2856,23,1224,0,1632,0,1.09090909090909,1.88240615106287,0.72636815920398,-1.89274012887833,1.29556650246305,3.7948717948718,0.637931034482759,0.987179487179487,0.10357206501844,-1.36131632691483,-0.89766760010782,"N0.HOG0000535",0.845849802371542,0.486166007905138
"434",3226,49,1288,0,1938,0,2.26666666666667,4.23518769787426,0.70872908186341,-1.95043352788515,3.8128078817734,7.35897435897436,0.694581280788177,1,-2.02835341064303,0.233705256737708,-1.69555506413244,"N0.HOG0000536",1.88932806324111,0.391304347826087
"435",3861,16,2449,0,1412,0,0.777777777777778,2.42605156037992,0.519222071460877,-0.816657719776609,2.48275862068966,3.74358974358974,0.450738916256158,0.923076923076923,-1.64603913511412,0.261058411259177,-0.43807370667826,"N0.HOG0000537",0.909090909090909,0.24901185770751
"436",7433,112,4581,0,2849,3,1.54545454545455,41.8507462686567,0.856173677069199,2.70127439644566,41.5369458128079,38.3076923076923,0.780788177339901,0.961538461538462,3.04665451386987,2.68319444621137,0.553597114150291,"N0.HOG0000538",44.901185770751,0.841897233201581
"437",3237,50,0,0,3237,0,1.77777777777778,8.80054274084125,0.817277250113071,-0.530835745507768,9.01970443349754,11.8205128205128,0.768472906403941,0.948717948717949,-0.879155635508981,1.30265739986922,-0.563747335796626,"N0.HOG0000539",5.39920948616601,0.648221343873518
"438",3226,78,772,0,2453,1,1.22857142857143,27.7964721845319,0.859339665309815,2.38597152178354,22.2906403940887,32.7692307692308,0.770935960591133,0.974358974358974,3.1407610235528,1.73459205817052,1.77843042951172,"N0.HOG0000540",30.1739130434783,0.794466403162055
"439",3219,22,0,0,3219,0,3.4,2.60515603799186,0.801899592944369,-1.34311014401217,2.21182266009852,3.58974358974359,0.630541871921182,0.948717948717949,1.65490737019669,0.717572147086013,-1.6172147634906,"N0.HOG0000541",1.73122529644269,0.782608695652174
"440",3354,28,701,0,2653,0,1,4.31298055178652,0.709181365897784,-0.839768466967678,2.50246305418719,9.64102564102564,0.637931034482759,0.846153846153846,0.987417989819868,1.20329748613655,1.54995252514866,"N0.HOG0000543",2.1501976284585,0.537549407114625
"441",3276,45,1740,0,1536,0,1.5,5.99728629579376,0.862957937584803,-1.2010602099016,4.53694581280788,9.30769230769231,0.800492610837438,0.948717948717949,1.14405437253694,0.916376984634715,-0.971619424846924,"N0.HOG0000544",5.0197628458498,0.739130434782609
"442",3009,14,1500,0,1509,0,6,2.86928991406603,0.835368611488014,-0.0622091056340826,2.40886699507389,2.53846153846154,0.795566502463054,0.897435897435897,2.38623221348681,0.558837385471714,-0.84797758739803,"N0.HOG0000545",2.89328063241107,0.66403162055336
"443",3369,51,972,0,2397,0,1.55,4.16824966078697,0.746720940750792,-2.0300110422445,3.04433497536946,8.8974358974359,0.724137931034483,0.871794871794872,0.423640675263373,1.02848878533319,-1.78562052909056,"N0.HOG0000546",2.45059288537549,0.486166007905138
"444",4311,123,2233,0,2078,0,1.67391304347826,12.6123925825418,0.873360470375396,-1.76327541925271,5.94581280788177,37.0512820512821,0.83743842364532,0.948717948717949,-1.00038572099999,0.217325507193655,0.163430135415038,"N0.HOG0000547",4.1501976284585,0.707509881422925
"445",4228,83,2983,0,1245,0,1.44117647058824,37.853459972863,0.677069199457259,4.01521904255709,37.2512315270936,35.1794871794872,0.541871921182266,0.923076923076923,1.88126708803415,3.62161040197487,1.57720971648459,"N0.HOG0000548",29.9525691699605,0.541501976284585
"446",2787,57,1661,0,1123,3,2.5625,15.0836725463591,0.848032564450475,0.882674174198709,15.1477832512315,16.4102564102564,0.775862068965517,0.961538461538462,1.12514035866488,2.57123622292376,-0.00663649453692445,"N0.HOG0000549",14.6798418972332,0.857707509881423
"447",2721,29,287,0,2434,0,2.625,5.95024875621891,0.783355947535052,-0.0649084238574771,5.73891625615764,6.87179487179487,0.751231527093596,0.948717948717949,2.60142440506509,0.0865465133381238,-0.482778912750049,"N0.HOG0000550",5.69169960474308,0.671936758893281
"448",2937,18,639,0,2298,0,2,3.50429669832655,0.744459520578924,-0.212199491405699,3.05911330049261,4.48717948717949,0.665024630541872,0.961538461538462,0.750208047308802,1.53625594028935,-0.2994357184302,"N0.HOG0000551",3.31225296442688,0.620553359683794
"449",3243,50,294,0,2949,0,1.94117647058824,6.41429217548621,0.683401175938489,-1.28847281050229,4.7487684729064,12.3589743589744,0.598522167487685,0.923076923076923,0.626155438000387,1.4453541975603,-0.822420062343643,"N0.HOG0000552",3.52569169960474,0.446640316205534
"450",2934,95,1900,0,1034,0,1.31707317073171,5.84350972410674,0.890547263681592,-2.42065580411378,4.02463054187192,15.2820512820513,0.886699507389163,0.987179487179487,-0.713943306868436,-1.5750554235669,-2.09456491780142,"N0.HOG0000553",1.91304347826087,0.735177865612648
"451",3224,58,1775,0,1449,0,0.8125,18.6621438263229,0.832654907281773,1.79839352636653,17.1231527093596,21.1794871794872,0.721674876847291,0.91025641025641,2.09806314282184,2.23340915760543,1.40862156652702,"N0.HOG0000554",17.5335968379447,0.731225296442688
"452",2883,29,273,0,2610,0,1.9,2.74717322478517,0.727725011307101,-1.74457462369169,1.48768472906404,6,0.591133004926108,0.987179487179487,-0.516303249949623,-1.09877435683688,-0.661769601175667,"N0.HOG0000555",0.648221343873518,0.557312252964427
"453",2934,24,568,0,2366,0,1.4,1.21302578018996,0.421981004070556,-2.36865459950159,0.532019704433498,4.43589743589744,0.133004926108374,0.974358974358974,-1.16097429087842,-1.23777049580987,-1.61187558501921,"N0.HOG0000556",0.0869565217391304,0.0869565217391304
"454",3727,99,804,0,2919,4,1.41463414634146,11.8597919493442,0.818181818181818,-1.46901702856271,10.7142857142857,12,0.839901477832512,0.961538461538462,-0.244978607318299,1.00685656478894,-0.408058155964918,"N0.HOG0000557",7.60474308300395,0.569169960474308
"455",3793,27,736,0,3057,0,2.85714285714286,6.25056535504297,0.832654907281773,0.332961789065211,4.61576354679803,6.58974358974359,0.763546798029557,0.923076923076923,1.15142745660361,0.990681390392212,0.0961109997550568,"N0.HOG0000558",6.41897233201581,0.691699604743083
"456",2742,13,0,0,2742,0,3.33333333333333,1.70691994572592,0.536861148801447,-1.0666660137492,1.26108374384236,2.66666666666667,0.362068965517241,0.846153846153846,-1.46581758581675,-1.16645445750183,-0.317241176980394,"N0.HOG0000559",1.3596837944664,0.450592885375494
"457",4135,1086,1440,0,2687,8,1.08846153846154,94.3355947535052,0.412935323383085,-2.07237845043239,0.591133004926108,415.948717948718,0.317733990147783,0.858974358974359,NA,-1.47438255791242,0.876785343884004,"N0.HOG0000560",0,0
"458",3770,7,3190,0,580,0,1.33333333333333,1.01944821347806,0.492085029398462,-0.763339386506059,1.12315270935961,1.23076923076923,0.591133004926108,0.525641025641026,-0.144378060968785,0.266133129255652,-0.841860962417777,"N0.HOG0000561",0.766798418972332,0.316205533596838
"459",2724,33,0,0,2724,0,2,4.38986883763003,0.741293532338308,-1.17625181688217,4.38423645320197,5.84615384615385,0.694581280788177,0.935897435897436,1.33467838605661,-0.327233629293008,-0.397427175630879,"N0.HOG0000562",3.05928853754941,0.569169960474308
"460",2932,69,316,0,2615,1,1.65384615384615,4.8475802804161,0.800090456806875,-2.24841500127284,3.67487684729064,10.1794871794872,0.736453201970443,0.961538461538462,1.53801507785898,0.103672546662088,-2.04870139550373,"N0.HOG0000563",2.44268774703557,0.569169960474308
"461",3847,122,923,0,2923,1,3.06666666666667,19.3125282677521,0.793758480325645,-0.843434411210446,21.0246305418719,35.025641025641,0.788177339901478,0.974358974358974,-2.15260133423001,-0.355107752909396,-0.0948246046199159,"N0.HOG0000564",2.63241106719368,0.545454545454545
"462",5357,100,4506,0,845,6,2.57142857142857,13.8601398601399,0.85034965034965,-1.17046024995327,10.4778325123153,26.5897435897436,0.805418719211823,0.987179487179487,0.838482429841955,0.771163097806213,-0.423890271529324,"N0.HOG0000565",6.9802371541502,0.675889328063241
